application_id,applicant_gender,applicant_age,annual_income_aud,income_consistency,occupation_class,employment_sector,residence_area,requested_amount_aud,existing_repayments_aud,expense_flag_a,expense_flag_b,dependants_count,credit_rating,prior_default_count,card_status,property_ref,property_age_years,property_category,property_area,has_co_applicant,property_value_aud,marketing_channel,branch_id,application_date,monthly_income_aud,risk_review_flag,enquiry_count_12m,sanctioned_amount_aud
LN-003301,female,31,3101.08,variable,salaried,administration,outer_metro,96663.87,535.93,yes,yes,1.0,640.65,0,current,733,3101.08,cat_c,regional,0,108448.65,online,BR056,11/01/2024,266.58,0,1,0.0
LN-003304,male,24,2465.66,variable,commercial_partner,,outer_metro,49847.66,261.07,yes,no,1.0,780.14,0,unknown,676,2465.66,cat_d,inner_metro,0,83709.02,broker,BR057,17/05/2024,188.95,0,3,0.0
LN-003305,male,40,3502.21,variable,commercial_partner,retail,regional,131386.71,336.94,no,no,2.0,,0,unknown,263,3502.21,cat_b,outer_metro,1,204757.28,branch_walkin,BR198,02/09/2023,290.55,1,3,85401.36
LN-003307,female,35,5665.17,variable,commercial_partner,finance,outer_metro,145336.99,571.55,no,yes,4.0,671.18,0,dormant,557,,cat_b,outer_metro,1,220554.94,online,BR153,30/01/2023,458.38,0,3,94469.04
LN-003308,female,65,2581.85,steady,retiree,,outer_metro,40770.27,231.37,no,yes,1.0,829.83,0,none_held,547,2581.85,cat_c,inner_metro,0,49861.58,broker,BR009,23/11/2023,213.2,0,0,28539.19
LN-003310,female,50,,variable,salaried,,outer_metro,56795.41,308.0,no,yes,1.0,661.78,0,none_held,453,,cat_a,regional,1,104829.41,broker,BR195,24/02/2024,,1,0,36917.02
LN-003311,male,18,2712.02,variable,salaried,labouring,outer_metro,213219.66,840.44,no,no,2.0,632.19,0,none_held,781,2712.02,cat_a,outer_metro,1,350732.0,online,BR012,10/05/2024,215.23,1,5,0.0
LN-003312,male,65,2137.36,steady,retiree,,outer_metro,112199.54,618.17,no,yes,2.0,841.07,0,none_held,415,,cat_d,regional,0,169060.86,branch_walkin,BR179,13/01/2024,177.44,0,10,89759.63
LN-003313,male,64,,variable,salaried,transport,outer_metro,202228.27,595.87,no,no,5.0,,0,current,186,,cat_d,inner_metro,1,375308.41,referral,BR026,08/10/2023,,1,2,131448.37
LN-003314,male,18,,variable,salaried,finance,outer_metro,124286.04,448.72,no,yes,1.0,813.56,0,dormant,170,,cat_d,regional,1,182822.83,broker,BR091,02/08/2023,,0,8,99428.83
LN-003315,male,63,4273.07,steady,retiree,,regional,173104.03,1255.31,no,yes,1.0,849.12,1,dormant,469,4273.07,cat_a,outer_metro,1,282164.39,branch_walkin,BR140,07/02/2023,365.03,0,7,138483.23
LN-003316,female,50,,variable,salaried,technical,outer_metro,273679.02,1066.21,no,no,2.0,762.06,0,unknown,273,,cat_d,regional,1,305731.7,online,BR026,13/03/2023,,1,8,218943.22
LN-003317,female,49,,variable,salaried,retail,outer_metro,153897.05,646.63,yes,yes,2.0,611.01,1,dormant,530,,cat_a,inner_metro,1,250551.36,branch_walkin,BR020,23/06/2023,,1,2,0.0
LN-003318,male,63,,variable,salaried,retail,outer_metro,341537.99,1401.82,yes,yes,1.0,,0,dormant,641,,cat_d,regional,1,-999.0,broker,BR056,21/01/2023,,1,1,239076.59
LN-003321,female,63,3772.79,steady,retiree,,outer_metro,55062.63,569.27,yes,yes,2.0,,0,dormant,215,3772.79,cat_d,regional,0,93689.81,referral,BR109,31/01/2023,302.76,0,4,44050.1
LN-003328,female,23,5039.44,variable,salaried,labouring,outer_metro,78506.55,889.61,yes,no,2.0,778.66,0,none_held,639,5039.44,cat_d,inner_metro,1,143004.38,referral,BR153,04/03/2023,458.72,0,10,62805.24
LN-003330,female,18,2610.79,variable,salaried,labouring,outer_metro,64566.18,313.55,yes,yes,4.0,733.69,1,none_held,920,2610.79,cat_b,outer_metro,1,80194.81,online,BR100,15/08/2023,210.63,0,6,41968.02
LN-003331,male,29,4972.45,variable,salaried,labouring,outer_metro,102464.92,1226.16,yes,yes,1.0,799.93,0,current,169,4972.45,cat_b,inner_metro,1,175132.84,online,BR017,05/03/2023,423.19,1,7,76848.69
LN-003333,female,64,4114.94,variable,public_sector,healthcare,inner_metro,290760.16,1229.71,no,yes,2.0,857.68,0,dormant,232,4114.94,cat_a,outer_metro,0,512388.8,broker,BR186,14/10/2023,352.04,0,2,218070.12
LN-003334,male,51,2018.47,variable,salaried,retail,outer_metro,42613.2,193.27,no,yes,3.0,729.93,0,dormant,352,2018.47,cat_a,regional,1,80342.08,branch_walkin,BR027,24/08/2023,172.53,0,7,27698.58
LN-003335,male,45,4829.61,variable,commercial_partner,management,outer_metro,48720.92,254.93,yes,yes,,826.29,1,current,405,4829.61,cat_d,regional,1,76524.37,online,BR175,02/06/2023,392.34,0,9,36540.69
LN-003336,male,52,3956.59,variable,salaried,retail,outer_metro,355812.53,1018.71,no,yes,1.0,790.63,0,none_held,540,3956.59,cat_d,outer_metro,1,434575.13,broker,BR147,06/04/2023,323.96,1,6,266859.39
LN-003339,male,28,6504.19,variable,commercial_partner,,inner_metro,408392.37,1220.24,yes,no,3.0,791.01,0,none_held,543,6504.19,cat_b,outer_metro,1,652885.37,broker,BR001,12/07/2024,569.48,0,0,0.0
LN-003340,male,57,,variable,salaried,,outer_metro,42706.11,201.39,no,yes,3.0,604.24,0,dormant,8,,cat_d,regional,1,76655.78,branch_walkin,BR032,16/10/2024,,1,1,0.0
LN-003343,male,37,3895.37,variable,salaried,security,outer_metro,113539.02,719.51,yes,yes,2.0,596.44,1,none_held,520,,cat_b,outer_metro,1,182371.4,branch_walkin,BR118,28/01/2023,338.12,1,8,0.0
LN-003346,female,36,3456.25,variable,salaried,administration,outer_metro,123694.4,628.22,no,no,2.0,737.89,0,dormant,168,3456.25,cat_c,regional,1,,online,BR012,22/06/2023,303.05,1,9,86586.08
LN-003347,male,21,2719.57,variable,commercial_partner,,outer_metro,62917.09,,no,yes,1.0,,0,current,979,2719.57,cat_b,outer_metro,1,103306.69,online,BR186,27/06/2024,224.84,1,1,40896.11
LN-003348,female,60,3540.99,variable,salaried,labouring,outer_metro,175150.78,469.68,yes,yes,2.0,699.3,0,dormant,595,3540.99,cat_a,outer_metro,1,248317.19,online,BR041,07/05/2023,304.95,1,13,122605.54
LN-003350,male,18,7509.19,variable,salaried,,regional,363089.95,1333.16,yes,yes,2.0,710.21,0,current,895,7509.19,cat_a,regional,1,632821.77,branch_walkin,BR020,18/08/2023,644.26,0,2,236008.47
LN-003353,female,45,,variable,salaried,retail,regional,280441.96,982.19,yes,yes,3.0,,0,dormant,205,,cat_c,outer_metro,1,487999.69,branch_walkin,BR157,01/08/2024,,1,2,182287.28
LN-003354,female,23,,variable,salaried,security,regional,56773.42,259.05,no,yes,2.0,835.66,1,dormant,417,,cat_c,regional,1,94207.56,branch_walkin,BR054,10/08/2024,,0,2,45418.74
LN-003357,male,42,3606.79,variable,salaried,labouring,outer_metro,108404.71,322.76,yes,yes,4.0,,0,none_held,892,3606.79,cat_b,regional,1,203491.29,branch_walkin,BR174,30/12/2023,300.53,1,5,0.0
LN-003358,female,46,6812.33,variable,public_sector,healthcare,outer_metro,233209.03,1218.86,yes,yes,,829.31,1,current,151,6812.33,cat_c,inner_metro,1,405121.04,broker,BR047,25/04/2023,575.33,0,3,186567.22
LN-003359,female,43,1842.33,variable,salaried,labouring,outer_metro,23263.58,264.35,yes,yes,,644.2,1,none_held,162,1842.33,cat_b,regional,1,41162.61,broker,BR100,30/07/2023,156.75,1,3,0.0
LN-003361,male,18,1953.43,variable,salaried,administration,regional,91526.17,693.5,yes,no,2.0,846.85,0,none_held,117,,cat_c,outer_metro,1,110727.85,broker,BR016,27/06/2023,163.24,0,5,68644.63
LN-003362,female,59,,variable,salaried,retail,outer_metro,74477.17,489.57,no,yes,1.0,640.39,0,none_held,390,,cat_a,regional,1,93781.59,broker,BR148,27/12/2024,,1,11,0.0
LN-003363,male,39,3487.79,variable,commercial_partner,management,regional,129906.09,667.52,yes,yes,3.0,,0,dormant,265,3487.79,cat_c,inner_metro,1,,outbound_call,BR158,14/06/2024,274.79,1,2,97429.56
LN-003364,female,65,4899.78,steady,retiree,,outer_metro,178101.91,591.42,no,yes,1.0,,0,current,344,4899.78,cat_c,regional,0,264378.71,broker,BR105,18/06/2023,415.18,1,1,142481.53
LN-003365,female,30,4108.43,variable,commercial_partner,administration,outer_metro,341403.46,1014.26,no,no,3.0,770.15,1,none_held,292,4108.43,cat_b,regional,-999,513474.19,online,BR118,21/12/2024,342.45,1,1,256052.59
LN-003368,female,57,3839.91,variable,commercial_partner,management,outer_metro,139351.79,616.48,no,no,2.0,,0,none_held,169,3839.91,cat_b,inner_metro,1,214839.61,broker,BR041,06/08/2023,295.93,1,1,0.0
LN-003371,female,33,2929.0,variable,salaried,,outer_metro,99659.59,688.25,no,no,2.0,839.92,0,none_held,722,2929.0,cat_a,outer_metro,1,152863.11,broker,BR146,14/02/2023,240.86,1,0,69761.72
LN-003373,male,20,3507.08,variable,salaried,labouring,regional,175751.93,640.1,no,no,2.0,701.88,1,current,223,3507.08,cat_a,regional,1,302329.38,broker,BR188,16/07/2024,281.99,1,2,123026.35
LN-003374,male,59,,variable,salaried,,outer_metro,29802.13,163.66,no,no,1.0,633.35,0,current,170,3484.26,cat_d,regional,1,44273.47,referral,BR010,07/03/2024,,1,2,0.0
LN-003375,female,50,9275.98,variable,salaried,retail,regional,85891.89,,no,yes,2.0,764.41,0,current,262,9275.98,cat_d,inner_metro,1,131426.47,broker,BR150,17/05/2024,758.67,0,2,60124.31
LN-003377,male,36,,variable,salaried,labouring,outer_metro,28106.52,189.55,no,yes,1.0,684.79,1,none_held,956,,cat_b,outer_metro,1,41745.0,branch_walkin,BR111,07/06/2023,,1,3,18269.25
LN-003380,female,25,3764.97,variable,commercial_partner,management,outer_metro,209554.68,,yes,no,1.0,740.96,0,none_held,185,,cat_a,inner_metro,1,,branch_walkin,BR105,19/05/2024,321.63,0,4,146688.28
LN-003382,male,59,4211.57,variable,salaried,transport,regional,197742.99,964.41,no,yes,2.0,682.34,0,current,946,4211.57,cat_a,regional,1,345996.61,referral,BR193,14/10/2024,334.07,0,3,138420.08
LN-003383,male,59,4068.25,variable,salaried,transport,outer_metro,377528.21,1470.21,yes,no,2.0,811.28,0,dormant,235,4068.25,cat_c,regional,0,489880.35,branch_walkin,BR126,11/05/2023,330.06,0,1,0.0
LN-003384,male,38,,,salaried,finance,outer_metro,136407.73,757.22,no,yes,,854.96,0,none_held,763,,cat_a,regional,1,196071.84,online,BR180,20/12/2024,,0,2,102305.8
LN-003385,male,52,1980.79,variable,salaried,,outer_metro,118946.46,472.52,yes,yes,2.0,786.06,0,unknown,228,1980.79,cat_b,outer_metro,1,168062.7,branch_walkin,BR199,09/07/2023,170.43,0,1,89209.85
LN-003386,female,56,17089.73,variable,commercial_partner,management,outer_metro,121545.33,1270.91,yes,yes,2.0,,0,current,629,17089.73,cat_d,outer_metro,1,204185.17,online,BR047,18/08/2023,1395.17,0,0,91159.0
LN-003388,male,32,,variable,commercial_partner,,inner_metro,110932.74,1077.68,no,yes,2.0,684.09,0,current,339,,cat_a,inner_metro,1,184873.52,online,BR179,21/12/2023,,0,3,72106.28
LN-003389,female,18,2522.05,variable,salaried,administration,regional,127449.17,765.53,no,yes,2.0,746.98,0,dormant,386,2522.05,cat_c,outer_metro,1,229362.86,online,BR106,14/04/2024,220.96,1,1,89214.42
LN-003390,female,33,2364.8,,commercial_partner,,inner_metro,140931.38,679.36,no,no,2.0,750.53,1,current,120,2364.8,cat_a,inner_metro,1,158695.96,broker,BR169,03/04/2024,206.16,1,6,112745.11
LN-003391,female,18,2505.9,variable,public_sector,administration,regional,75076.53,,no,no,2.0,735.43,0,none_held,610,2505.9,cat_a,regional,1,140964.78,branch_walkin,BR158,12/09/2023,212.73,1,0,48799.75
LN-003392,female,23,3302.17,variable,salaried,labouring,outer_metro,67334.15,592.32,no,yes,2.0,613.66,0,none_held,223,3302.17,cat_a,regional,1,95225.58,referral,BR030,19/03/2023,266.82,1,0,0.0
LN-003394,male,49,,variable,salaried,labouring,outer_metro,102281.57,508.45,no,yes,2.0,718.04,0,none_held,485,3546.35,cat_b,inner_metro,0,127102.56,referral,BR198,19/11/2024,,0,2,0.0
LN-003395,female,28,2746.54,variable,salaried,administration,regional,162301.85,,no,yes,4.0,804.39,0,dormant,71,2746.54,cat_c,inner_metro,1,300081.64,referral,BR093,30/08/2023,212.21,0,2,121726.38
LN-003396,female,52,3103.35,variable,salaried,labouring,outer_metro,85217.56,,no,yes,3.0,639.45,1,current,611,,cat_a,outer_metro,1,128281.35,branch_walkin,BR041,05/06/2023,261.04,1,5,0.0
LN-003397,male,24,2867.64,variable,salaried,administration,outer_metro,109369.04,554.79,no,yes,3.0,751.12,0,dormant,737,2867.64,cat_b,outer_metro,1,151836.43,branch_walkin,BR047,18/05/2023,233.93,0,12,76558.33
LN-003398,female,65,4029.41,steady,retiree,,outer_metro,187322.44,687.86,no,yes,2.0,850.02,1,dormant,774,4029.41,cat_c,inner_metro,1,221243.44,online,BR198,24/09/2023,345.68,0,7,140491.83
LN-003399,female,56,4683.43,variable,salaried,,outer_metro,152618.27,809.89,yes,yes,2.0,608.93,0,dormant,355,4683.43,cat_a,outer_metro,1,242394.32,branch_walkin,BR079,05/02/2024,412.62,1,1,0.0
LN-003402,female,28,7716.09,variable,salaried,labouring,outer_metro,145117.8,691.38,no,yes,2.0,648.58,0,dormant,873,7716.09,cat_d,inner_metro,1,200147.13,branch_walkin,BR110,10/04/2023,636.03,1,2,0.0
LN-003403,male,51,4186.15,variable,commercial_partner,management,outer_metro,38234.21,473.08,no,yes,2.0,,0,dormant,95,,cat_b,regional,1,43068.28,broker,BR153,03/07/2024,,1,5,30587.36
LN-003404,male,30,3794.77,variable,salaried,,outer_metro,124417.32,760.52,no,no,2.0,774.88,0,current,489,3794.77,cat_a,outer_metro,1,157045.66,branch_walkin,BR080,28/10/2023,345.8,0,3,87092.13
LN-003406,female,42,2813.47,variable,salaried,administration,outer_metro,58878.95,484.9,no,yes,3.0,671.76,0,current,605,,cat_b,outer_metro,1,68043.08,online,BR074,14/12/2023,229.86,1,0,0.0
LN-003407,male,57,2950.89,variable,commercial_partner,,outer_metro,119320.78,,no,no,3.0,763.82,0,current,778,2950.89,cat_a,outer_metro,1,220398.76,broker,BR034,24/06/2024,246.49,1,0,89490.58
LN-003408,male,18,,variable,salaried,labouring,outer_metro,141999.47,922.71,yes,yes,2.0,673.25,0,dormant,546,,cat_b,inner_metro,1,226850.59,outbound_call,BR103,04/01/2023,,1,2,0.0
LN-003409,female,54,,variable,commercial_partner,retail,outer_metro,93658.55,446.91,no,no,4.0,602.41,0,current,42,,cat_a,inner_metro,1,162290.67,broker,BR041,10/09/2023,,1,2,0.0
LN-003410,female,47,2590.2,variable,commercial_partner,security,outer_metro,102468.36,527.22,yes,no,1.0,822.09,0,current,326,2590.2,cat_c,inner_metro,0,148683.21,branch_walkin,BR085,24/08/2024,211.89,0,1,0.0
LN-003411,female,32,5058.89,variable,commercial_partner,administration,outer_metro,39132.34,298.36,no,yes,2.0,765.62,1,dormant,727,5058.89,cat_a,outer_metro,1,58607.58,online,BR103,20/10/2024,419.88,0,5,27392.64
LN-003413,female,24,,variable,salaried,management,outer_metro,147209.5,,no,yes,2.0,761.56,0,current,673,,cat_b,regional,1,,broker,BR198,15/08/2023,,1,1,117767.61
LN-003414,female,62,1635.64,variable,salaried,healthcare,outer_metro,62005.92,331.73,no,yes,2.0,,0,current,708,1635.64,cat_a,,1,70893.84,online,BR180,21/04/2023,138.83,1,4,43404.14
LN-003416,female,65,3945.76,steady,retiree,,inner_metro,31507.73,145.11,yes,yes,2.0,857.01,0,dormant,906,3945.76,cat_b,inner_metro,1,49455.83,branch_walkin,BR058,27/03/2023,327.97,1,1,22055.42
LN-003417,female,32,4007.0,variable,commercial_partner,transport,outer_metro,57886.25,462.6,yes,yes,3.0,,0,dormant,296,4007.0,cat_b,outer_metro,1,79104.98,branch_walkin,BR064,05/01/2024,325.75,1,1,46309.01
LN-003420,male,52,2704.64,variable,salaried,labouring,regional,177993.2,562.36,no,no,3.0,809.44,1,dormant,533,2704.64,cat_a,regional,1,233828.74,referral,BR035,28/05/2023,222.36,0,8,133494.9
LN-003422,female,27,1248.57,variable,public_sector,healthcare,outer_metro,72512.78,395.85,no,yes,,761.21,0,current,898,1248.57,cat_d,inner_metro,1,115084.24,online,BR084,21/12/2023,100.65,0,4,50758.95
LN-003424,female,65,,steady,retiree,,outer_metro,106854.13,439.74,no,yes,,,0,dormant,812,,cat_c,outer_metro,1,167826.06,broker,BR098,15/06/2023,,0,1,80140.6
LN-003425,,61,3762.56,steady,retiree,,outer_metro,134208.19,621.07,no,yes,1.0,867.82,0,current,571,,cat_b,inner_metro,0,211246.28,branch_walkin,BR174,11/06/2023,318.83,0,0,107366.55
LN-003426,male,26,,variable,salaried,labouring,outer_metro,64399.77,298.39,yes,yes,2.0,709.75,0,current,909,2696.05,cat_d,regional,0,76320.11,branch_walkin,BR069,25/09/2023,,1,5,0.0
LN-003427,male,43,3733.35,variable,salaried,labouring,regional,180135.61,,yes,yes,4.0,685.89,0,current,741,3733.35,cat_b,inner_metro,1,285550.89,outbound_call,BR101,03/05/2024,317.01,1,4,117088.15
LN-003428,male,33,2295.78,variable,salaried,,outer_metro,81281.54,356.79,no,yes,2.0,808.96,1,unknown,170,2295.78,cat_d,regional,1,94271.96,online,BR111,14/12/2024,185.33,0,6,56897.07
LN-003431,female,44,,variable,salaried,food_beverage,inner_metro,60024.22,312.99,no,yes,1.0,685.71,0,current,309,4393.27,cat_a,outer_metro,1,77179.62,online,BR147,16/07/2023,,1,0,42016.95
LN-003434,female,18,4054.86,variable,salaried,technical,outer_metro,34244.1,349.25,no,yes,,735.84,0,dormant,53,4054.86,cat_a,outer_metro,1,59573.69,online,BR146,08/09/2024,344.82,1,0,23970.87
LN-003435,male,32,,variable,salaried,retail,regional,157829.97,527.06,no,yes,3.0,759.09,0,none_held,635,,cat_b,regional,1,208212.99,online,BR185,24/06/2023,,0,8,126263.98
LN-003436,female,23,,variable,salaried,,outer_metro,48969.85,416.73,yes,yes,3.0,709.51,1,dormant,791,1820.12,cat_a,regional,1,73849.21,online,BR113,27/04/2023,151.33,1,4,31830.4
LN-003437,male,60,2986.9,variable,salaried,labouring,outer_metro,192956.8,917.34,no,no,1.0,622.87,0,none_held,391,2986.9,cat_c,regional,1,,referral,BR086,30/06/2024,242.74,0,2,0.0
LN-003438,male,18,,variable,commercial_partner,,outer_metro,182721.25,580.03,no,yes,2.0,,0,none_held,693,,cat_a,,1,203395.63,branch_walkin,BR056,19/07/2023,,1,6,127904.88
LN-003441,female,61,6376.25,variable,salaried,labouring,outer_metro,316716.82,1230.64,no,yes,4.0,744.8,1,unknown,313,6376.25,cat_c,inner_metro,1,575513.65,branch_walkin,BR185,05/03/2023,,0,6,221701.77
LN-003443,male,18,3087.18,variable,salaried,finance,outer_metro,69146.43,342.72,no,yes,2.0,812.25,0,none_held,290,3087.18,cat_b,outer_metro,1,113146.39,online,BR027,12/11/2024,261.52,0,1,48402.5
LN-003445,male,48,4825.91,variable,salaried,labouring,outer_metro,116035.65,415.66,no,yes,4.0,658.99,0,current,878,4825.91,cat_c,inner_metro,1,,branch_walkin,BR018,27/11/2023,413.56,1,1,75423.17
LN-003446,male,39,1954.15,variable,salaried,retail,outer_metro,70071.81,392.29,no,yes,2.0,858.03,0,dormant,730,1954.15,cat_a,outer_metro,1,108496.81,broker,BR112,12/08/2024,170.45,0,2,52553.87
LN-003447,female,59,2407.54,variable,salaried,labouring,outer_metro,43818.55,307.58,no,no,2.0,675.57,1,dormant,323,,cat_c,inner_metro,1,73820.61,broker,BR167,15/06/2023,206.47,0,3,28482.06
LN-003449,male,18,14877.8,variable,public_sector,technical,outer_metro,107155.75,567.01,yes,no,3.0,,0,dormant,8,14877.8,cat_d,regional,1,125616.77,branch_walkin,BR056,20/05/2024,1230.02,1,2,75009.03
LN-003450,male,65,,steady,retiree,,outer_metro,62174.68,422.7,yes,yes,2.0,828.45,1,none_held,636,2822.1,cat_a,inner_metro,1,111447.06,broker,BR047,09/11/2023,235.71,0,5,43522.28
LN-003451,male,65,2158.25,steady,retiree,,outer_metro,110146.7,496.06,no,yes,,845.31,1,none_held,440,,cat_d,inner_metro,1,180587.14,branch_walkin,BR137,16/02/2024,178.87,0,4,82610.02
LN-003452,male,23,3194.02,variable,commercial_partner,,regional,56337.56,662.67,yes,yes,1.0,729.87,0,current,435,,cat_b,regional,1,85219.47,online,BR089,08/03/2023,255.52,1,2,39436.29
LN-003453,female,32,4606.85,variable,salaried,labouring,outer_metro,176080.9,,no,no,3.0,732.07,0,current,501,4606.85,cat_d,outer_metro,1,211248.35,broker,BR113,21/10/2024,364.79,0,0,0.0
LN-003455,female,45,4510.9,variable,salaried,,regional,97373.09,796.92,no,no,1.0,674.92,0,dormant,374,4510.9,cat_d,regional,0,135385.25,broker,BR068,24/12/2023,374.94,1,0,0.0
LN-003457,male,40,,variable,salaried,transport,outer_metro,187616.99,845.8,yes,no,1.0,658.55,1,current,747,6199.4,cat_b,inner_metro,1,,broker,BR079,26/03/2024,,1,0,121951.04
LN-003460,male,49,4885.26,variable,commercial_partner,management,inner_metro,216795.24,1276.53,no,yes,2.0,,0,dormant,53,4885.26,cat_a,outer_metro,1,343320.24,broker,BR045,09/06/2024,399.13,0,5,162596.43
LN-003461,female,47,3530.82,variable,commercial_partner,administration,outer_metro,125918.09,523.37,no,no,1.0,644.81,1,dormant,637,3530.82,cat_d,outer_metro,1,162430.16,branch_walkin,BR091,04/02/2024,278.87,1,5,0.0
LN-003463,male,65,1975.72,steady,retiree,,outer_metro,65353.83,397.5,yes,yes,2.0,,0,none_held,636,,cat_a,inner_metro,1,124034.89,online,BR167,27/06/2024,,0,3,49015.37
LN-003465,male,18,2590.08,variable,public_sector,administration,outer_metro,142368.34,679.89,no,yes,2.0,834.62,0,current,164,2590.08,cat_a,regional,1,223334.99,broker,BR180,31/05/2023,217.44,0,10,0.0
LN-003467,male,61,8603.32,variable,commercial_partner,management,outer_metro,448655.58,1621.64,no,yes,,789.69,0,current,43,,cat_c,outer_metro,1,753379.25,broker,BR084,28/10/2023,654.06,1,1,314058.91
LN-003469,female,62,2135.02,steady,retiree,,outer_metro,57126.52,319.94,no,yes,1.0,621.22,0,current,674,2135.02,cat_a,outer_metro,1,75780.83,online,BR047,09/11/2023,181.08,0,2,0.0
LN-003471,male,47,,variable,salaried,general_labour,outer_metro,178163.98,613.12,no,no,2.0,,0,none_held,483,1516.85,cat_a,regional,1,331292.47,online,BR047,19/04/2024,,0,2,124714.78
LN-003472,female,53,3671.44,variable,salaried,administration,outer_metro,59243.68,281.0,no,no,,802.46,1,none_held,511,3671.44,cat_c,inner_metro,1,111605.42,online,BR021,12/06/2023,295.44,0,0,44432.76
